id_typ_pojazdu,id_marki,id_modelu,id_wymagana_kat_p_j,przebieg,rodz_paliwa,nr_rejestr
1,4,3,6,28334.9409846,benzyna,WI54075
1,7,5,5,68682.1518036,benzyna,WI50322
1,9,9,9,214493.433013,ropa,WI52450
1,8,2,4,278380.194355,ropa,WI51205
1,9,8,6,229170.202331,ropa,WI96930
1,3,9,15,246609.027411,ropa,WI89354
1,6,1,14,272153.036133,ropa,WI75202
1,9,3,3,160576.319529,gaz,WI57703
1,2,17,12,110238.369117,olej,WI98314
1,4,4,10,57074.3391652,olej,WI36254
1,6,17,5,210308.094151,benzyna,WI41289
1,0,2,12,177206.494214,gaz,WI20181
1,5,4,3,131237.830835,benzyna,WI40783
1,6,8,14,123062.68601,olej,WI84738
1,9,3,12,148957.619465,olej,WI54683
1,3,8,4,71431.2180196,olej,WI49967
1,7,0,4,85471.458992,gaz,WI55285
1,1,10,8,143738.497254,ropa,WI40426
1,5,14,4,10334.0690518,olej,WI60978
1,4,7,1,265599.718582,gaz,WI35154
1,9,8,7,258168.436994,benzyna,WI19967
1,6,7,8,23493.5325001,gaz,WI79651
1,7,17,1,45986.5721869,benzyna,WI40623
1,9,16,10,126463.40778,gaz,WI25368
1,2,15,9,28149.4563244,ropa,WI82545
1,2,15,9,215546.057235,gaz,WI75860
1,3,15,8,138703.652327,olej,WI15973
1,9,6,5,72964.6556631,olej,WI80653
1,5,17,11,54740.8557988,olej,WI99022
1,0,15,12,135282.080899,olej,WI41979
1,5,8,15,107794.774792,gaz,WI75819
1,1,15,14,254824.242064,ropa,WI51058
1,2,10,5,116840.497321,ropa,WI18122
1,4,5,3,290074.213962,ropa,WI66174
1,4,12,6,237792.48254,gaz,WI33506
1,5,17,4,153403.815424,benzyna,WI15802
1,3,0,14,161604.376037,benzyna,WI31650
1,0,6,8,173588.811799,gaz,WI88942
1,1,8,12,76451.2812496,olej,WI53131
1,9,0,1,275903.991076,ropa,WI88780
1,2,3,13,202754.7047,ropa,WI67830
1,9,5,11,124117.457825,ropa,WI68005
1,0,15,15,84984.3489232,olej,WI85267
1,0,16,8,125219.261854,benzyna,WI25162
1,4,15,14,37815.1653741,gaz,WI94949
1,5,9,1,204711.182774,olej,WI36455
1,3,14,4,280016.235811,ropa,WI86235
1,0,2,15,135290.546123,benzyna,WI20676
1,3,18,0,268551.279421,gaz,WI25089
1,3,12,6,14555.4424213,ropa,WI54414
1,2,18,10,115460.928236,gaz,WI73596
1,7,1,6,174845.014697,benzyna,WI77147
1,3,6,13,119440.756411,gaz,WI34402
1,7,4,10,240499.6129,olej,WI63078
1,0,15,4,43506.0591529,olej,WI75805
1,8,18,7,271124.743177,olej,WI48544
1,2,14,3,99377.5509867,ropa,WI71095
1,5,5,14,293439.48507,benzyna,WI42490
1,6,18,15,21839.0133057,benzyna,WI88896
1,3,4,10,63946.1628706,benzyna,WI26258
1,0,0,15,238882.85715,gaz,WI17520
1,0,3,8,161655.140153,ropa,WI34924
1,5,6,4,298906.344652,gaz,WI93288
1,2,13,11,265602.76673,olej,WI80773
1,0,12,14,117540.379354,ropa,WI34359
1,6,10,5,248376.092248,ropa,WI34476
1,0,13,13,272141.717227,ropa,WI98230
1,3,8,0,38795.590467,olej,WI36673
1,4,13,11,77822.004445,benzyna,WI74222
1,9,6,14,112824.434412,ropa,WI21609
1,0,18,10,46409.689599,benzyna,WI21856
1,8,8,4,9585.03614226,ropa,WI88407
1,7,10,13,53469.0433117,gaz,WI85953
1,1,1,13,217099.854262,olej,WI89495
1,0,7,11,85704.02303,benzyna,WI49987
1,7,12,15,14408.3230817,benzyna,WI98185
1,6,16,6,258480.860631,gaz,WI40038
1,3,4,0,31162.4176427,benzyna,WI73633
1,2,2,7,274872.546891,benzyna,WI91358
1,6,0,15,25688.2041704,olej,WI77233
1,2,8,1,145429.11465,gaz,WI96667
1,4,3,4,103879.577017,olej,WI19044
1,2,14,14,86464.2060538,ropa,WI81385
1,1,6,0,41520.1908894,gaz,WI78435
1,8,2,11,121017.127458,olej,WI23783
1,0,2,8,172240.913978,gaz,WI24994
1,0,5,11,265351.446572,olej,WI19050
1,6,10,3,195558.399205,ropa,WI84499
1,7,5,8,272012.089939,ropa,WI35626
1,8,11,6,265579.002327,olej,WI76921
1,7,17,1,174442.289301,gaz,WI46998
1,6,11,8,297923.522532,gaz,WI28372
1,8,4,6,243161.815146,ropa,WI60661
1,7,2,3,181599.79667,gaz,WI47466
1,2,11,5,124585.939906,gaz,WI32371
1,5,5,1,266165.089785,olej,WI85649
1,0,11,7,231225.168052,olej,WI95275
1,3,2,7,98172.1820531,benzyna,WI53081
1,2,4,14,105066.062227,olej,WI46397
1,6,4,2,36246.7306127,olej,WI67571
1,4,10,1,297897.932272,olej,WI15132
1,0,7,6,142679.692903,olej,WI71206
1,0,18,6,59351.1313123,olej,WI64796
1,2,10,13,247094.894009,gaz,WI42789
1,3,3,10,299710.978258,olej,WI86839
1,9,10,12,250546.914225,benzyna,WI17490
1,1,1,7,259427.615889,gaz,WI66725
1,4,17,4,150409.058378,olej,WI73374
1,8,7,1,59278.4921567,gaz,WI76007
1,8,17,15,149826.735768,olej,WI14899
1,6,18,6,67648.0351025,benzyna,WI84600
1,7,6,13,115725.452385,gaz,WI11072
1,9,6,1,64052.609927,gaz,WI65345
1,5,18,0,1966.04738242,ropa,WI99115
1,8,1,3,244127.203499,gaz,WI43031
1,2,0,4,124249.563019,ropa,WI29708
1,8,17,9,196750.400136,olej,WI82665
1,8,2,13,270006.616739,benzyna,WI28980
1,8,0,13,260298.143595,olej,WI11393
1,7,2,14,145290.515504,ropa,WI35059
1,2,15,12,101793.873438,ropa,WI96836
1,5,7,0,231403.92996,benzyna,WI96530
1,2,0,8,21589.784458,benzyna,WI32726
1,4,5,3,47687.3284572,gaz,WI90654
1,0,15,11,211081.659254,gaz,WI48255
1,5,11,12,72389.6339998,olej,WI74335
1,7,9,8,555.812627497,ropa,WI50228
1,9,14,0,129997.945018,olej,WI39474
1,5,4,8,124480.203472,olej,WI30359
1,5,16,12,33236.5666403,olej,WI80166
1,1,18,0,264298.892414,olej,WI73877
1,2,8,3,45360.0591005,benzyna,WI61084
1,0,2,3,199721.870313,benzyna,WI76307
1,9,18,10,194066.158081,benzyna,WI17784
1,6,5,3,197044.063609,olej,WI88131
1,5,12,2,61411.0967564,olej,WI51856
1,1,8,9,107225.633534,benzyna,WI89236
1,3,9,9,188668.73658,gaz,WI73317
1,0,15,3,164967.494004,benzyna,WI90163
1,5,13,9,73322.1561998,olej,WI51153
1,0,17,14,178474.988128,olej,WI83954
1,6,10,14,8147.33579382,ropa,WI39104
1,9,9,0,34578.6057633,ropa,WI26613
1,0,7,13,139741.973145,benzyna,WI99320
1,1,14,4,200006.502176,benzyna,WI39917
1,6,8,15,231660.087882,benzyna,WI20952
1,8,3,12,23344.2430085,gaz,WI72029
1,2,2,6,167382.616224,olej,WI75702
1,5,10,9,4540.76807566,gaz,WI75324
1,1,18,13,115995.80049,gaz,WI51012
1,9,8,11,137440.271198,olej,WI77950
1,3,6,15,227219.887391,gaz,WI64737
1,5,18,2,45494.8024022,olej,WI30047
1,4,10,11,277808.396732,ropa,WI15878
2,5,16,1,156870.82934,ropa,WI47189
2,7,11,1,61563.4828013,ropa,WI43770
2,2,8,8,218448.045013,olej,WI34990
2,7,14,11,115175.957009,gaz,WI74952
2,9,15,4,237371.938489,gaz,WI81655
2,6,9,1,58394.8488158,gaz,WI37783
2,0,2,0,220457.667931,benzyna,WI93901
2,6,9,13,256152.336829,olej,WI45866
2,8,2,9,31226.6932811,ropa,WI81994
2,6,12,11,62498.6142412,benzyna,WI82827
2,2,9,1,276546.480293,ropa,WI76393
2,1,12,9,116175.924183,olej,WI53590
2,9,12,5,104343.971231,gaz,WI19134
2,2,17,13,276536.902182,gaz,WI56898
2,2,9,6,223728.835181,olej,WI90397
2,8,3,12,225817.747288,ropa,WI87011
2,1,5,15,64413.0984816,gaz,WI30559
2,5,8,5,286234.139133,gaz,WI67537
2,9,17,7,63966.1821526,benzyna,WI28658
2,3,0,8,256521.986976,ropa,WI53751
2,1,6,11,234673.715008,gaz,WI46292
2,0,17,6,257172.205496,benzyna,WI63679
2,3,4,14,146805.195105,gaz,WI34259
2,7,2,2,112598.289674,olej,WI31247
2,7,13,7,207815.416482,gaz,WI93079
2,8,12,2,255553.040582,gaz,WI41381
2,7,1,11,209892.844743,gaz,WI98596
2,5,10,13,155532.296889,benzyna,WI79899
2,5,14,12,64390.0545073,benzyna,WI96270
2,5,18,6,122972.504577,olej,WI77779
2,5,6,2,56946.6781756,benzyna,WI28583
2,0,5,15,251656.220729,ropa,WI30089
2,8,9,14,63546.9146665,ropa,WI20154
2,3,1,10,2796.21459682,gaz,WI11686
2,0,10,0,174151.008683,ropa,WI25311
2,6,4,15,129919.299076,benzyna,WI58867
2,3,12,13,289758.699738,ropa,WI40392
2,3,10,3,219106.346088,olej,WI42184
2,4,11,14,294838.650374,benzyna,WI76251
2,5,5,9,257580.370816,benzyna,WI51448
2,6,9,9,103403.12196,gaz,WI42299
2,8,1,11,259442.612534,olej,WI96714
2,7,8,1,228150.42893,ropa,WI63291
2,6,5,15,112576.271471,benzyna,WI99823
2,0,8,13,95512.598952,benzyna,WI10870
2,8,14,6,33737.0534933,benzyna,WI42958
2,6,17,7,79688.7140583,olej,WI34017
2,5,16,3,295157.793029,olej,WI26899
2,6,15,11,10702.7272201,benzyna,WI70710
2,2,12,11,116585.296,ropa,WI71538
3,3,5,15,250615.813766,ropa,WI82869
3,9,3,0,6534.9017627,olej,WI14202
3,8,16,10,198584.621826,olej,WI35830
3,8,14,2,103936.44412,olej,WI92213
3,7,11,0,265743.513028,benzyna,WI27046
3,6,17,0,105432.170876,olej,WI43397
3,0,7,1,68791.5954509,gaz,WI62229
3,6,17,6,2511.53646603,ropa,WI44748
3,7,18,6,170330.395513,benzyna,WI80352
3,8,15,0,158552.217052,olej,WI29228
3,9,7,9,201834.592305,olej,WI27186
3,7,14,1,95295.4332338,gaz,WI66898
3,6,18,6,237742.001366,ropa,WI47881
3,8,3,14,185137.484287,olej,WI27321
3,7,18,10,47069.421365,ropa,WI90271
3,8,13,5,29556.6757548,ropa,WI62389
3,9,12,2,212622.769441,olej,WI67406
3,0,10,10,282118.737574,ropa,WI22825
3,6,6,12,34986.9409919,olej,WI13334
3,4,12,12,246257.041138,ropa,WI76795
3,6,2,13,279796.846109,benzyna,WI83543
3,7,12,12,23374.0615969,gaz,WI53589
3,0,13,9,235619.425163,olej,WI14645
3,0,1,5,192872.119136,gaz,WI61057
3,7,12,8,244646.316701,gaz,WI55251
3,4,10,10,72282.194121,benzyna,WI92947
3,2,4,3,199674.723422,olej,WI90900
3,5,1,10,200475.918833,olej,WI95667
3,6,18,11,169202.526593,gaz,WI87086
3,6,1,5,40124.4087639,gaz,WI27772
3,8,1,5,87472.0695173,gaz,WI83519
3,6,12,3,18740.8010937,benzyna,WI73436
3,7,6,11,21681.2572861,gaz,WI79128
3,6,12,4,206205.529578,olej,WI74708
3,2,6,5,95431.2512089,olej,WI60049
3,1,13,8,238723.633685,ropa,WI22665
3,4,18,15,242031.974106,ropa,WI30205
3,1,15,3,85790.0265683,ropa,WI96122
3,4,1,1,133711.846804,gaz,WI12579
3,0,0,15,38140.3697946,ropa,WI67250
3,8,8,15,67826.3557646,benzyna,WI16468
3,1,7,12,165700.784289,gaz,WI77759
3,0,13,5,91928.0996819,olej,WI60318
3,4,1,2,179390.089791,gaz,WI36437
3,8,13,1,222693.457247,ropa,WI49320
3,2,0,4,139901.035634,olej,WI97133
3,4,1,12,94246.2536216,olej,WI42971
3,6,18,13,59235.050217,olej,WI18969
3,7,8,11,156911.351689,benzyna,WI63053
3,0,18,7,91989.1180572,benzyna,WI90880
3,7,12,4,174838.325922,olej,WI62419
3,3,7,8,128684.700593,olej,WI62781
3,1,4,6,226352.622978,gaz,WI74561
3,0,18,14,141390.216974,ropa,WI85192
3,3,17,3,186703.174652,benzyna,WI95087
3,3,16,4,230141.400256,olej,WI81643
3,0,0,10,37927.9503637,olej,WI76465
3,1,14,12,214124.346785,gaz,WI31685
3,8,12,8,61278.4130689,gaz,WI64288
3,0,15,4,74657.6572914,olej,WI80184
3,7,9,10,297545.72229,olej,WI81407
3,3,18,11,159397.629561,gaz,WI40855
3,2,6,2,58572.9785462,gaz,WI75612
3,0,5,3,79992.0297628,benzyna,WI93891
3,1,4,4,211015.668637,benzyna,WI69778
3,8,18,13,212881.036029,gaz,WI76111
3,2,9,13,67373.0779382,benzyna,WI95314
3,0,14,13,284283.054603,ropa,WI18113
3,0,11,6,28530.6524826,olej,WI46722
3,9,5,6,57087.8156165,ropa,WI10275
3,3,7,8,209825.415668,ropa,WI43608
3,7,16,4,73398.4155263,ropa,WI49294
3,7,6,10,147106.641611,gaz,WI19389
3,0,18,11,281846.529425,gaz,WI16845
3,7,7,10,71361.9442898,benzyna,WI21771
3,7,12,2,178542.460986,olej,WI57912
3,8,5,5,22236.3892508,benzyna,WI95425
3,2,5,15,269344.422767,ropa,WI28804
3,4,3,5,172006.753047,olej,WI54326
3,6,12,9,156750.732636,olej,WI24758
3,9,1,5,41751.7558855,ropa,WI82313
3,4,7,6,232225.497166,benzyna,WI31470
3,9,16,4,65326.204808,benzyna,WI90073
3,0,1,15,56442.8429143,benzyna,WI23281
3,2,12,15,225101.312057,ropa,WI55467
3,0,11,14,72842.6524446,benzyna,WI38564
3,1,2,10,254688.586563,benzyna,WI74149
3,1,11,11,244166.100849,gaz,WI64517
3,2,4,11,125883.547769,benzyna,WI31278
3,6,12,4,168862.513521,benzyna,WI41083
3,0,12,5,215549.24812,ropa,WI77468
3,8,16,10,69567.9923105,olej,WI13392
3,6,17,14,160322.021374,gaz,WI88324
3,5,9,8,5494.12229886,ropa,WI34409
3,9,15,4,37657.9365903,ropa,WI90362
3,6,1,4,108061.808041,olej,WI97337
3,2,0,12,93583.791447,ropa,WI58122
3,3,6,14,154885.85437,ropa,WI29798
3,2,14,11,140304.846092,ropa,WI15968
3,2,11,6,274095.182091,olej,WI64041
3,0,13,8,198999.145105,olej,WI90868
3,3,4,15,62398.8178336,gaz,WI95483
3,4,16,4,147597.185724,gaz,WI79555
3,5,16,10,27735.7047421,gaz,WI67994
3,7,4,13,138210.00162,ropa,WI55080
3,7,12,3,43271.3206195,ropa,WI30041
3,5,5,13,81956.7974804,benzyna,WI82174
3,5,3,13,92330.8031363,ropa,WI68493
3,5,12,7,208435.130474,olej,WI69757
3,0,16,1,87940.9660439,ropa,WI47765
3,4,13,1,218398.11398,olej,WI87046
3,7,4,7,157722.262099,ropa,WI22002
3,3,4,3,137897.777929,gaz,WI59651
3,0,5,9,135156.840447,gaz,WI54881
3,6,8,7,13415.3757342,ropa,WI11121
3,8,7,2,105299.932201,benzyna,WI44214
3,4,17,1,173956.379645,olej,WI26125
3,5,8,7,281976.186403,benzyna,WI75831
3,0,5,4,297121.804684,ropa,WI48465
3,2,4,0,214317.150938,gaz,WI99029
3,6,5,8,31069.4967151,olej,WI34807
3,8,16,7,230715.028521,benzyna,WI85102
3,3,10,12,39511.8069609,ropa,WI60154
3,3,7,3,3337.43942895,gaz,WI49059
3,7,10,11,238828.171772,olej,WI61049
3,7,8,8,28724.1677891,benzyna,WI18253
3,0,16,1,133888.973625,benzyna,WI60824
3,2,16,15,197464.620464,ropa,WI73124
3,5,6,6,212818.046207,olej,WI40675
3,7,14,11,299528.679965,benzyna,WI20233
3,6,6,0,41666.8725975,gaz,WI87108
3,5,6,12,106339.140282,ropa,WI98732
3,6,10,8,44264.6694029,gaz,WI79544
3,0,15,15,15860.4010927,ropa,WI38399
3,0,8,1,114528.286358,olej,WI88263
3,8,1,8,209881.943446,olej,WI59535
3,5,18,15,177370.447358,ropa,WI39845
3,6,11,2,152214.091667,ropa,WI21167
3,3,13,11,190937.888829,olej,WI61766
3,5,12,12,281852.199839,olej,WI77385
3,5,13,0,245488.0905,olej,WI67010
3,2,4,9,236981.071643,gaz,WI55899
3,6,4,1,68040.8022123,ropa,WI77593
3,2,1,8,185962.016216,olej,WI51082
3,9,1,13,42862.8740569,olej,WI20326
3,1,4,14,171304.994238,olej,WI63869
3,4,5,0,70665.843375,gaz,WI47512
3,9,18,7,60931.2685676,benzyna,WI78899
3,4,4,10,37109.2568382,benzyna,WI19886
3,2,13,2,169126.923786,gaz,WI19743
3,6,0,14,89226.0604235,benzyna,WI46766
3,7,8,10,130913.728128,olej,WI64876
3,7,3,9,147852.838247,gaz,WI93971
3,7,12,7,34674.0715626,ropa,WI34553
3,6,12,6,228196.233247,olej,WI77435
3,1,14,12,20027.7169748,gaz,WI65819
3,7,2,7,149513.475948,olej,WI93919
3,9,7,1,27792.1260279,benzyna,WI33000
3,1,4,4,134064.905944,benzyna,WI81056
3,5,16,14,10972.6857002,ropa,WI47434
3,5,15,3,174196.166,gaz,WI25976
3,3,12,9,235879.480098,olej,WI90618
3,8,5,12,264185.897874,olej,WI70899
3,5,0,8,139909.5658,benzyna,WI51584
3,1,3,1,82984.3936789,olej,WI44136
3,1,11,1,177469.039226,ropa,WI63930
3,0,1,4,117138.972269,gaz,WI45702
3,5,17,10,48328.8330223,gaz,WI92804
3,5,10,10,248775.474619,benzyna,WI28809
3,6,10,14,71373.2077308,gaz,WI17491
3,8,6,6,155703.762245,ropa,WI70188
3,6,11,4,135927.567549,ropa,WI58300
3,0,6,15,281268.172104,gaz,WI92099
3,2,18,15,181307.638263,ropa,WI40552
3,1,3,1,66411.7476608,olej,WI33884
3,5,11,4,229522.668444,ropa,WI40390
3,1,14,9,250785.507036,benzyna,WI85025
3,8,8,3,290928.437888,benzyna,WI80789
3,0,13,3,52715.1101468,ropa,WI28411
3,6,6,0,219560.787586,gaz,WI54891
3,1,13,7,265553.595776,benzyna,WI51764
3,4,15,14,15637.6582423,olej,WI13387
3,2,0,11,141906.848168,benzyna,WI64862
3,5,8,9,202953.180117,benzyna,WI25622
3,2,3,11,6722.68228859,ropa,WI39229
3,9,4,14,80982.3808969,olej,WI63883
3,1,12,3,267222.306774,gaz,WI19991
3,8,6,6,132202.421887,ropa,WI47792
3,1,5,0,296062.783635,gaz,WI23745
3,2,11,10,101745.997872,olej,WI88852
3,3,12,10,274215.092647,benzyna,WI90893
3,4,16,9,163080.936377,gaz,WI63681
3,5,9,12,285916.649479,gaz,WI59559
3,1,1,13,128143.275279,benzyna,WI33720
3,0,17,8,289622.130924,ropa,WI33893
3,8,6,14,32894.6675203,benzyna,WI15631
3,1,9,6,129264.055452,olej,WI89952
3,8,14,13,208339.473262,ropa,WI11293
3,2,3,4,254738.621164,benzyna,WI35661
3,9,0,0,118407.240766,benzyna,WI68586
3,0,15,1,183688.919472,gaz,WI65089
3,5,1,7,194614.57384,olej,WI86804
3,2,9,13,198612.212848,gaz,WI17046
3,4,9,5,237035.675198,olej,WI99174
3,3,1,5,283742.223039,gaz,WI52247
3,0,6,1,143564.858873,gaz,WI35303
3,5,2,13,97357.2430796,benzyna,WI36758
3,6,3,6,183107.20538,olej,WI89117
3,7,15,3,73326.7382693,ropa,WI20501
3,3,17,9,236697.014043,olej,WI91039
3,4,1,4,169541.099282,benzyna,WI23096
3,9,17,2,220760.352031,olej,WI39077
3,7,9,13,294693.099081,olej,WI81368
3,4,3,1,107029.740394,ropa,WI21148
3,3,18,0,25851.6011265,benzyna,WI14781
3,3,2,15,154308.645914,gaz,WI30418
3,5,17,7,248396.991773,benzyna,WI92533
3,2,12,9,188999.294359,gaz,WI27795
3,0,12,11,52038.0516346,ropa,WI78249
3,2,9,11,246715.89055,olej,WI29346
3,0,8,5,298527.268368,gaz,WI39503
3,6,2,1,277283.825127,ropa,WI15921
3,7,15,9,125706.488966,gaz,WI40909
3,8,15,4,112703.840331,benzyna,WI22201
3,9,14,14,113795.563912,gaz,WI17660
3,4,15,12,286928.788076,gaz,WI18855
3,7,16,6,254026.304724,benzyna,WI64966
3,2,12,5,171378.781866,gaz,WI95382
3,7,5,0,101514.292833,ropa,WI47384
3,7,15,14,115546.767879,olej,WI69001
3,6,16,4,81035.8017073,gaz,WI95697
3,8,14,6,114670.381797,gaz,WI64288
3,5,4,1,64215.6786927,ropa,WI54725
3,5,13,10,282587.89713,benzyna,WI20224
3,2,18,8,162393.961658,gaz,WI46200
3,1,17,9,54599.7528865,olej,WI30572
3,4,14,12,254958.807597,ropa,WI54659
3,0,2,7,49911.5246893,gaz,WI84159
3,7,8,13,158760.014543,gaz,WI40811
3,2,1,0,15111.3993459,ropa,WI45747
3,6,12,12,119177.842069,ropa,WI95840
3,7,4,12,221085.081332,olej,WI87431
3,4,6,12,12306.178966,benzyna,WI30983
3,5,10,14,218276.871003,benzyna,WI34741
3,0,17,3,296982.651512,olej,WI79983
3,5,12,8,278270.401333,benzyna,WI71338
3,0,8,6,288734.548825,olej,WI67909
3,6,0,14,160658.278819,gaz,WI91313
3,7,7,3,80708.117437,ropa,WI31895
3,2,5,5,179814.86483,olej,WI56870
3,2,14,6,210063.889824,benzyna,WI37599
3,0,4,10,57280.1187541,gaz,WI57584
3,1,12,3,87128.3014503,gaz,WI30624
3,5,10,11,256199.357552,olej,WI30916
3,8,16,10,139730.121459,olej,WI13127
3,9,15,4,242964.374483,benzyna,WI70447
3,8,17,14,72973.3504415,olej,WI67507
3,6,11,11,77277.3205853,ropa,WI63123
3,9,17,1,169102.222665,olej,WI80106
3,8,18,9,231247.00883,ropa,WI27316
3,1,10,1,56348.120912,ropa,WI43102
3,0,13,8,212198.423384,olej,WI98298
3,2,0,2,97459.0546127,benzyna,WI99302
3,9,15,10,160457.301428,benzyna,WI36520
3,1,4,15,244172.034037,gaz,WI39894
3,6,0,7,273768.35136,olej,WI67115
3,4,0,9,104205.846253,benzyna,WI30960
3,2,7,4,61785.5217936,gaz,WI73273
3,3,17,7,136274.567186,gaz,WI11953
3,6,4,0,14520.7481268,olej,WI76624
3,7,3,13,217764.151002,ropa,WI38396
3,6,5,12,256794.177692,benzyna,WI96837
3,6,16,14,212377.319113,olej,WI66763
3,0,17,12,101754.043787,ropa,WI57359
3,4,4,1,253725.051326,olej,WI16264
3,1,11,15,28994.7882219,olej,WI96965
3,9,7,5,245844.993239,olej,WI55428
3,9,0,0,85871.8861751,olej,WI99149
3,2,6,6,123486.046257,olej,WI52587
3,4,2,9,159678.744303,olej,WI13805
3,1,3,12,156202.647829,benzyna,WI97128
3,4,0,9,143052.836426,ropa,WI98584
3,9,5,3,215856.820329,gaz,WI74877
3,9,18,1,292969.114713,ropa,WI36086
3,2,8,14,97976.3315616,gaz,WI44807
3,4,7,8,285710.948623,benzyna,WI63456
3,6,4,9,272245.902132,olej,WI87512
3,1,4,14,74847.4497243,benzyna,WI18689
3,2,13,6,272286.561885,olej,WI30103
3,2,13,14,248888.620618,olej,WI78632
3,5,17,9,94212.8293547,olej,WI67069
3,4,11,6,277420.291209,gaz,WI15264
3,3,4,0,186428.71383,gaz,WI13614
3,7,4,3,261670.402447,gaz,WI27923
3,8,5,12,155836.119819,ropa,WI25152
3,1,7,0,39138.462106,gaz,WI65583
3,1,15,9,94329.3363609,benzyna,WI18136
3,6,12,10,106972.41993,olej,WI73571
3,2,17,2,85612.1859641,benzyna,WI69188
3,1,1,8,142965.000946,benzyna,WI51009
3,6,10,8,243166.407394,olej,WI17944
3,9,3,13,114898.576346,ropa,WI44551
3,5,13,6,141084.669424,olej,WI13059
3,5,2,12,122633.482411,benzyna,WI30729
3,8,12,13,223460.2816,gaz,WI98879
3,8,9,4,264439.103178,gaz,WI86999
3,9,14,4,100016.815504,gaz,WI76066
3,9,9,8,1676.13442486,gaz,WI76599
3,8,2,5,148887.094146,benzyna,WI61564
3,5,8,11,188556.952846,ropa,WI18323
3,9,10,8,78100.5495419,gaz,WI66839
3,2,4,3,223299.068718,ropa,WI45827
3,1,14,15,146183.59162,benzyna,WI66579
3,7,6,4,62496.8944274,olej,WI24623
3,5,9,3,144569.194324,olej,WI97796
3,5,13,13,82857.6908446,gaz,WI22117
3,9,11,13,107794.974136,ropa,WI78874
3,8,12,0,248993.133992,benzyna,WI45489
3,2,10,6,101660.98872,olej,WI36186
3,2,3,10,139025.381459,ropa,WI77480
3,8,4,4,70344.8169249,benzyna,WI12799
3,7,7,13,107672.490347,olej,WI12059
3,7,14,12,289315.913457,olej,WI86910
3,5,13,11,208480.179769,benzyna,WI16563
3,4,2,0,23788.3913512,olej,WI68696
3,5,16,9,275423.722749,olej,WI67003
3,8,10,7,293872.292214,ropa,WI18115
3,1,15,10,30512.2085574,ropa,WI13629
3,0,17,5,233227.334761,ropa,WI80764
3,4,12,5,246747.759236,olej,WI70031
3,7,8,12,24650.4323173,ropa,WI25614
3,7,17,12,209486.416751,gaz,WI85152
3,6,10,2,45269.7322394,ropa,WI32910
3,2,14,14,45703.4343995,benzyna,WI97802
3,6,14,2,146675.913151,ropa,WI50321
3,1,5,9,181945.431468,benzyna,WI59869
3,4,2,8,39878.1978703,gaz,WI59030
3,4,0,2,118681.182209,gaz,WI66108
3,2,14,8,190116.752052,ropa,WI30065
3,0,17,8,218240.283952,benzyna,WI43459
3,6,18,11,183999.276401,gaz,WI90531
3,0,16,3,27696.7904327,olej,WI95871
3,1,12,1,248293.066586,olej,WI68189
3,9,5,3,259510.289029,ropa,WI75110
3,4,16,4,102742.807368,olej,WI41004
3,9,17,14,34907.4590328,gaz,WI73998
3,5,15,14,31650.7256621,gaz,WI10982
3,9,15,6,292894.829179,gaz,WI59956
3,7,12,9,245572.832518,olej,WI94278
3,3,13,14,241144.724632,gaz,WI46916
3,8,13,6,76345.6335969,gaz,WI32730
3,2,4,8,38457.2707321,benzyna,WI36465
3,1,2,9,45548.9662397,olej,WI51954
3,5,17,10,134399.946777,olej,WI33333
3,9,3,0,2462.93540317,ropa,WI24980
3,7,13,15,188336.998838,benzyna,WI18979
3,7,10,3,197129.868476,gaz,WI45879
3,7,0,6,213327.736974,ropa,WI80126
3,2,2,3,23302.7859851,gaz,WI45188
3,7,7,1,176999.661833,gaz,WI44829
3,4,10,5,40525.9074885,ropa,WI80286
3,8,9,12,75037.088115,gaz,WI59700
3,1,5,14,55034.9278638,benzyna,WI14600
3,9,12,1,189955.687613,gaz,WI35808
3,3,18,4,122948.861128,olej,WI63604
3,6,16,10,132511.657494,benzyna,WI11971
3,0,10,6,14163.4560535,gaz,WI57254
3,5,3,11,268458.99768,ropa,WI13957
3,5,13,9,272179.143993,benzyna,WI64308
3,6,0,0,240423.644554,ropa,WI44424
3,0,16,14,22287.3078561,olej,WI74438
3,0,8,10,19342.6174213,ropa,WI63103
3,6,2,12,178104.072724,ropa,WI57940
3,2,14,11,155087.142612,gaz,WI60140
3,7,13,9,6339.11080182,gaz,WI28116
3,5,4,9,92737.5161535,benzyna,WI91336
3,3,8,15,299554.943537,gaz,WI93348
3,1,12,13,106618.215272,benzyna,WI72317
3,8,16,10,7766.91930333,gaz,WI69899
3,1,16,13,41087.532943,benzyna,WI82027
3,4,13,3,167807.622233,ropa,WI67011
3,2,10,9,154732.852915,gaz,WI61058
3,9,5,6,288159.035463,ropa,WI85283
3,9,2,5,53533.5753576,benzyna,WI88112
3,8,9,2,65777.3164288,ropa,WI11771
3,3,8,0,152435.009159,benzyna,WI56275
3,0,11,14,74043.2768577,gaz,WI83077
3,5,12,9,146860.945962,benzyna,WI37631
3,0,10,7,73636.3469604,ropa,WI39897
3,6,5,11,189607.054964,olej,WI12845
3,7,16,5,197016.1534,gaz,WI22384
3,3,14,4,227593.20502,benzyna,WI55666
3,5,1,9,140638.246308,gaz,WI81840
3,3,10,13,126977.157123,gaz,WI33042
3,7,15,0,109535.24526,gaz,WI87640
